,id,text,quote,user,ranges,article
1205,23c15ef2-7554-4c47-83cd-9ce743c7e643,STORY,"Just over three feet long, the little girl’s body is swaddled in a copious amount of linen. The outermost wrappings have been arranged in an ornate geometric pattern of overlapping rhomboids and also serve to frame the portrait. The face, painted with beeswax and pigment, gazes serenely outward, her dark hair gathered at the back. She is wearing a crimson tunic and gold jewelry.",12,"{'end': '/div[2]/p[5]', 'start': '/div[2]/p[5]', 'endOffset': 381, 'startOffset': 0}",08a95079-49c5-4781-8ef9-a63673d28dc3
1206,23c4761c-61d8-410f-ae58-51e0a65ed25e,EXPL,"Pepper is taking up reception duties at hospitals in Ostend and Liege, where he was unveiled at the Centre Hospitalier Regional La Citadelle on Monday.",12,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 151, 'startOffset': 0}",48f97712-4c3e-4a45-8b8a-05a4e406deff
1207,23ceb0c4-162d-4c6a-ad95-34ce6357826e,EXPL,"The problem, he believes, is that most research has focused on synthesizing solid electrolytes from a liquid state. “This makes it very difficult to control the uniformity and thickness of the electrolyte coating– especially on complex, aperiodic electrode topographies,” Tenhaeff says.",9,"{'end': '/div[2]/p[9]', 'start': '/div[2]/p[9]', 'endOffset': 286, 'startOffset': 0}",0f00d650-7671-41f0-89ad-37cb5f9f8c93
1208,23dc5d66-84b1-418d-a9c6-a14bdb0a5dd2,ANALOGY,"While Sonnert has yet had no tangible find, Zhou said her work is distinctly not kid stuff.",12,"{'end': '/div[2]/p[19]', 'start': '/div[2]/p[19]', 'endOffset': 92, 'startOffset': 0}",0d26e7bb-0012-48c5-acc5-023f8a04bdf2
1209,23ebec9f-9338-473a-895b-49a6b540affd,EXPL,"The subjects took turns typing or speaking about 100 phrases sourced from a standard library of everyday phrases used in text-based research – phrases such as “physics and chemistry are hard,” “have a good weekend” and “go out for some pizza and beer” – while the testing app recorded their times and accuracy rates. Half the subjects performed the task in English using the QWERTY keyboard; the other half conducted the test in their native Mandarin using iOS’ Pinyin keyboard.",12,"{'end': '/div[2]/p[10]', 'start': '/div[2]/p[10]', 'endOffset': 478, 'startOffset': 0}",4ad72eea-f3d6-454d-a9d8-36cdf6cb77d1
1210,23f63db1-ed91-4407-a68d-8b5525bdb828,ANALOGY,"“The systems are tremendous for the study of cancer, which often is studied as isolated cells rather than system-wide cells. This is going to change the way we study cancer,” Burdette added.",9,"{'end': '/div[2]/p[21]', 'start': '/div[2]/p[21]', 'endOffset': 190, 'startOffset': 0}",3f9d447d-2608-4576-8054-d71c83466b2b
1211,2400fc09-ee2f-4748-9cc7-4ec16317739e,EXPL,"The study included 46 participants who had at least moderate depression, bipolar disorder and who were on a mood stabilizer. Patients were randomly assigned to either a 7,000 lux bright white light or a 50 lux placebo light. The light therapy patients were instructed to place the light box about one foot from their face for 15-minute sessions to start. Every week, they increased their exposure to the light therapy by 15-minute increments until they reached a dose of 60 minutes per day or experienced a significant change in their mood.",6,"{'end': '/div[2]/p[12]', 'start': '/div[2]/p[12]', 'endOffset': 540, 'startOffset': 0}",3848b4a3-2c14-4b4a-adec-fb4c8f9fb0c2
1212,2404139c-a5d6-4865-b9bc-b6adc3d9ea46,MAIN,Three methods of research find that the situation in which an online discussion occurs influences whether people will troll more than their personal past of trolling suggests.,6,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 175, 'startOffset': 0}",9479ba9a-d5c7-40f6-adfd-fb40f5b2337f
1213,24098c3f-f70d-45b8-8ec2-aa5ac84ad889,MAIN,"Physicists have caught ghostly particles called neutrinos misbehaving at an Illinois experiment, suggesting an extra species of neutrino exists.",9,"{'end': '/div[2]/p[2]', 'start': '/div[2]/p[2]', 'endOffset': 145, 'startOffset': 1}",f22616c8-3ad0-45f1-a7b2-902a2a7fb884
1214,240bdd66-c1cb-4bee-9afa-7343e84de7d5,ANALOGY,"Taking inspiration from social psychology research methods, Cheng investigated whether trolling behavior is an innate characteristic or if situational factors can influence people to act like trolls.",12,"{'end': '/div[2]/p[6]', 'start': '/div[2]/p[6]', 'endOffset': 199, 'startOffset': 0}",9479ba9a-d5c7-40f6-adfd-fb40f5b2337f
1215,24145dfe-a430-4004-9e9d-aff5556f4119,EXPL,"Over the course of about two weeks, researchers from Stanford University and the University of Calgary worked with engineers from the engineering company WorleyParsons to lay out a long string of electrical cables along the beach. The cables were punctuated by 4-foot steel electrodes sunk into the sand.

After a series of electrodes were in place, the team pumped tiny pulses of electricity through the connecting wire. The current spread below the ground, and by measuring the voltage between pairs of electrodes the team was able to create a resistivity map of the subsurface. Less resistance meant more saltwater lay below. Once the team surveyed a section of coastline they pulled out the stakes and repeated the process elsewhere.",9,"{'end': '/div[2]/p[19]', 'start': '/div[2]/p[18]', 'endOffset': 431, 'startOffset': 154}",2c3c11d6-cbdb-4f18-9820-a8bfd81d3121
1216,241d13c4-4162-4147-952f-1093ebe482d0,EXPL,"The accuracy of an algorithm generally grows as it is trained on more, and more varied, data, just as a radiologist’s ability to distinguish tumours improves with experience.",12,"{'end': '/div[2]/p[11]', 'start': '/div[2]/p[11]', 'endOffset': 430, 'startOffset': 255}",12a74040-a10b-4354-a277-2baac60a8d38
1217,2425a511-c572-4f28-89fe-af39330b58bb,MAIN,Another unexpected result of the experiment is the correlation between the angular dependences of the magnetoresistance and the ESR spectral line width with respect to the external magnetic field (under crystal sample rotation).,12,"{'end': '/div[2]/p[6]', 'start': '/div[2]/p[6]', 'endOffset': 229, 'startOffset': 0}",2a2cc2fb-bacb-4a4b-b77d-bc48ac52dbe6
1218,242b3f66-6a9a-4520-8518-d8cc79483e84,STORY,"I was somewhat comforted because Charlene could verbally explain the oil-extraction and refining process with remarkable precision. However, she had not completed the work she promised her group: a poster advertising oil production in Alberta.",9,"{'end': '/div[2]/p[17]', 'start': '/div[2]/p[17]', 'endOffset': 243, 'startOffset': 0}",130969d6-6a06-44a4-8147-880047312db9
1219,242bd2b6-1d84-4056-9779-c77b751c40ff,EXPL,The arrival of the first impulse at the top of the borehole from impact of the ice chunk hitting bottom is marked by the vertical white dashed line.,12,"{'end': '/div[2]/p[18]', 'start': '/div[2]/p[18]', 'endOffset': 276, 'startOffset': 128}",1a230b19-9d36-447c-8bf1-2bb442e54e62
1220,2431f1db-3afa-48aa-97d8-36646fdf0031,EXPL,. This could bring perovskite crystals closer to use in the burgeoning solar power industry.,12,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 282, 'startOffset': 190}",f405844b-6a0c-43a9-997a-5a2abdcb93fc
1221,243ef2b1-c59e-4122-84e1-85fce8b67637,ANALOGY,"“The idea is to collect as much data as possible from everybody — even things that nobody thinks much about, like whether you listen to a lot of music or not — simply because we don’t know, a priori, what all the research questions are we’re going to want to ask using this data,” Mehr said",12,"{'end': '/div[2]/p[11]', 'start': '/div[2]/p[11]', 'endOffset': 290, 'startOffset': 0}",07757a06-2868-4485-9fda-6a15d6299363
1222,24443282-1b51-4c92-8b3e-8041775999a1,IMPACT,"""This new understanding of the mechanisms which affect GNSS outages will lead to new technology that will enable safe and reliable satellite navigation.""",12,"{'end': '/div[2]/p[15]', 'start': '/div[2]/p[15]', 'endOffset': 153, 'startOffset': 0}",24572868-498b-4734-a508-44302ec94ad0
1223,244d1808-594e-40e5-89fa-a23689c17f99,PERSONAL,"These are questions at the crux of research conducted by evolutionary biologist Nancy Chen, an assistant professor of biology at the University of Rochester.",9,"{'end': '/div[2]/p[2]', 'start': '/div[2]/p[2]', 'endOffset': 157, 'startOffset': 0}",a604de1d-7d74-4b5a-b8e7-e7d0311ae439
1224,2457a10f-865b-448b-82c1-e8df05447f95,IMPACT,". Having an approach that allows us to rapidly visualize and simultaneously deliver a targeted therapy could be critical for the efficient treatment of this disease and other lethal cancers with a poor prognosis,"" said co-senior author, Sareh Parangi, MD, associate professor in the MGH Department of Surgery.",12,"{'end': '/div[2]/p[8]', 'start': '/div[2]/p[8]', 'endOffset': 453, 'startOffset': 144}",25f4a3b4-b34a-4012-b68f-e84999e01d21
1225,245f0544-8d57-495b-a92b-5f10279fae54,EXPL,He also tested the shear thickening electrolytes to ensure they would respond in a crash and function properly with the rest of the battery.,12,"{'end': '/div[2]/p[11]', 'start': '/div[2]/p[11]', 'endOffset': 319, 'startOffset': 179}",1cb44c36-2f4a-4189-b832-40d661bd5c94
1226,2460afee-30d8-4209-b242-b67de4c4429d,IMPACT,Chemists Thomas Jaramillo and Matthew Kanan are studying a variety of metal catalysts that use renewable forms of electricity to make ethanol out of molecules in the air rather than from crop plants like corn.,12,"{'end': '/div[2]/p[13]', 'start': '/div[2]/p[13]', 'endOffset': 308, 'startOffset': 99}",3c2a4d08-a2b0-4f4b-a976-4b877025e747
1227,2460cf47-148f-4da3-9beb-3d3ae055c404,IMPACT,“The FDA is encouraged by psilocybin for treatment of depression. … There’s so much more we need to do.”,12,"{'end': '/div[2]/p[14]', 'start': '/div[2]/p[14]', 'endOffset': 306, 'startOffset': 202}",0af3520b-6ff5-4718-ab2d-488a7a3b284a
1228,24648680-1cc6-4fa4-b2b8-ac5f39da696d,EXPL,"In southwestern China, researchers have found that farmers were cutting down native vegetation so they could collect money for sowing non-native plants in government programmes4.",12,"{'end': '/div[2]/p[15]', 'start': '/div[2]/p[15]', 'endOffset': 225, 'startOffset': 46}",17b071f6-3f92-4063-a623-cf7819e2e09f
1229,246c40b0-7ad6-4c20-98ff-01cf87d06e74,MAIN,"“We also found that biracial individuals tend to be stereotyped as not fitting in or belonging, suggesting that, because they represent a mixture of two racial groups, people perceive that they do not really belong in either racial group.”",12,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 542, 'startOffset': 303}",21d3f183-22ef-4fc8-8ac6-bea6736bc243
1230,2477b003-a10e-4863-aa66-b80b40d9cff3,EXPL,"Learning anything else about our first-known interstellar visitor, however—such as whether it was an asteroid or a dim comet—proved far more challenging, as it departed our planetary vicinity as quickly as it arrived. Either classification would have important implications not only for 'Oumuamua itself, but also for understanding how planetary systems form.",12,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 359, 'startOffset': 0}",4ee69313-57cb-4204-a8d3-cbd2bf1b8cee
1231,24823bb6-3ab3-4d84-856e-050e8e0f6352,LEAD,"Hiking trails and other rough terrain are especially difficult for people with prosthetic legs. Now, Stanford engineers have come up with more stable prostheses – and a better way to design them.",9,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 195, 'startOffset': 0}",ee981ce2-8e14-49b0-bd2a-9a3e3602c74d
1232,24844269-bc75-4b33-a0ea-d3bc73d6f000,EXPL,"The spiral galaxy is seen edge-on, with its disk of stars shown in pink. The filaments, shown in green and blue, extend beyond the disk into the galaxy's extended halo. Green indicates filaments with their magnetic field pointing roughly toward us and blue with the field pointing away.",12,"{'end': '/div[2]/p[2]', 'start': '/div[2]/p[2]', 'endOffset': 286, 'startOffset': 0}",24cfd3b8-cbdc-4c68-b1f2-fac6535dd181
1233,248a0853-f90e-4c82-a964-923003ac5124,MAIN,"The work sheds light on a crucial but little-understood phase of early development, and will probably reignite the debate about how long human embryos should be permitted to develop in the lab.",12,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 356, 'startOffset': 163}",f29dc7eb-1049-4f12-bf0b-bf7bff0d9e9c
1234,2493d7e9-05b2-417e-91a5-4efc616c2870,EXPL,"But as it gets farther from the ocean, the bedrock of West Antarctica slopes downhill. If the glacier were to start retreating, then more and more of its mass would fall below the waterline. Eventually, the mass above the waterline would no longer keep the glacier stuck to the seafloor. The glacier would float off its foundation, the ice floe behind it would quickly spill out into the sea, and the glacier would quickly become so many melting ice cubes.",6,"{'end': '/div[2]/p[29]', 'start': '/div[2]/p[29]', 'endOffset': 456, 'startOffset': 0}",7b0217b4-a535-402e-8e47-579752dc784c
1235,2498f737-2098-4910-a2ad-457d52a1563e,IMPACT,The voluminous but sometimes puzzling results also aren’t likely to prompt U.S. agencies or other bodies to immediately change how they regulate the ubiquitous devices or view their health risks.,9,"{'end': '/div[2]/p[4]', 'start': '/div[2]/p[4]', 'endOffset': 195, 'startOffset': 0}",27efeeee-4306-49fb-8ac3-5f5e0120cd95
1236,249bd480-a30f-421b-b92b-738831756517,MAIN,"The study, published today by the journal Nature Chemical Biology, provides details of the first synthetic biology technology enabling researchers to rewire how mammalian cells sense and respond to a broad class of physiologically relevant cues",6,"{'end': '/div[2]/p[12]', 'start': '/div[2]/p[12]', 'endOffset': 244, 'startOffset': 0}",2f257be3-3ded-4741-9366-f2dc5712e0f8
1237,24a38cee-cd23-4685-b872-469c46d332aa,LEAD,"Study suggests mid-Atlantic is getting lower, which may exacerbate effects of sea-level rise",12,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 92, 'startOffset': 0}",1040243b-6120-4332-adae-875fc7977b94
1238,24c59630-41d3-4536-8b97-c7c8914ee971,EXPL,"They also had help from community mentors, including Harrienger, who assisted the students in evaluating options, designing systems, and integrating improvements.",12,"{'end': '/div[2]/p[31]', 'start': '/div[2]/p[31]', 'endOffset': 398, 'startOffset': 236}",1238e173-eedd-417b-a88c-2e9cf02c9cb6
1239,24c81fd7-051f-40cb-8232-be168d021fbb,EXPL,"DeSimone was honored for his invention of particle replication in non-wetting templates (PRINT) technology that enables the fabrication of precisely defined, shape-specific nanoparticles for advances in disease treatment and prevention.",9,"{'end': '/div[2]/p[9]', 'start': '/div[2]/p[9]', 'endOffset': 553, 'startOffset': 316}",9b4e7959-4cab-4485-84d6-1e608efd9311
1240,24c9de42-3ad2-46e5-94cd-5b9322cbbd66,EXPL,"Instead of assessing a human (or alien’s) health, the tool developed in Cossairt’s laboratory can help diagnose the health of a painting. It uses the LCD display and camera already available on smartphones and tablets. With a simple wave across the surface of a painting, the app quickly digest’s the work’s precise, 3D surface structure, or metrology. It can then subtract the work’s color to help researchers identify any deviations in surface shape that do not come from brush strokes or canvas texture.",12,"{'end': '/div[2]/p[21]', 'start': '/div[2]/p[21]', 'endOffset': 506, 'startOffset': 0}",1153db06-4ae9-410b-b0c6-71e825ddfa1b
1241,24cc9493-68a8-4384-8294-fca9a8ad0b8f,PERSONAL,"Goebel’s graduate advisor, Rosemary Knight, specializes in adapting geophysical imaging tools to monitor and manage freshwater resources.",12,"{'end': '/div[2]/p[8]', 'start': '/div[2]/p[8]', 'endOffset': 137, 'startOffset': 0}",2c3c11d6-cbdb-4f18-9820-a8bfd81d3121
1242,24d33dbd-6f70-4bab-9e6a-a1532eddc1b2,STORY,"Frances Glessner Lee grew up in the Gilded Age as the heiress to a fortune made in industrial farm equipment. Her childhood was “sheltered and indulged.” She would marry at age 20, have three children, and then, in a turn against convention, divorce her husband.",12,"{'end': '/div[2]/p[2]', 'start': '/div[2]/p[2]', 'endOffset': 262, 'startOffset': 0}",24bccea3-3256-462b-b4dd-1367cac25e4f
1243,24d56437-ad3d-4bd2-8ce2-a772bc67d487,EXPL,"Tensions can exist between the students' desires to pursue texts that their teachers might argue are of lesser quality (for example, comics, trading cards, online videos and fan fiction) and a teacher's desire to use ""high-quality"" literature and teach essay-writing skills in the classroom.",12,"{'end': '/div[2]/p[16]', 'start': '/div[2]/p[16]', 'endOffset': 291, 'startOffset': 0}",130969d6-6a06-44a4-8147-880047312db9
1244,24d640f1-9ea5-4e45-8176-566e3fc30293,PERSONAL,"“To truly accelerate the rate at which we can translate scientific insights into treatments, we need technologies that let us rapidly try out new ideas, in this case by building living cells that manifest a desired biological function,” said Leonard, who also is a founding member of the Center for Synthetic Biology and a member of the Chemistry of Life Processes Institute.",12,"{'end': '/div[2]/p[18]', 'start': '/div[2]/p[18]', 'endOffset': 375, 'startOffset': 0}",2f257be3-3ded-4741-9366-f2dc5712e0f8
1245,24d87875-18e5-42ad-9ba6-fe429ca707cc,MAIN,A new calculation of exoplanets suggests that Earth is just one out of a likely 700 million trillion terrestrial planets in the entire observable universe.,12,"{'end': '/div[2]/p[2]', 'start': '/div[2]/p[2]', 'endOffset': 585, 'startOffset': 429}",3d5e6b47-644b-4086-aa03-f170b6b3223a
1246,24df2305-49be-422d-aa03-f6a1034b07f7,EXPL,The research makes it possible to exploit this edge conduction feature to build more energy-efficient electronic devices.,12,"{'end': '/div[2]/p[2]', 'start': '/div[2]/p[2]', 'endOffset': 121, 'startOffset': 0}",3b2c5c9b-0929-442f-a89f-d35bc3d3e359
1247,24e2514f-83aa-4e8c-acbc-e01c1abeebb3,EXPL,"Previous research has shown that frequent physical activity blunts the genetic effects on obesity, but these studies focused only on BMI. The new study also considers four other measures of obesity that are more closely linked to metabolic problems.",12,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 404, 'startOffset': 155}",18dbb6b6-78e7-4c33-aeba-31d5cf9ba564
1248,24f1b28a-7737-40d9-977f-45e0741660ea,IMPACT,"By understanding that interplay better, he said, they may – one day – be able to develop better treatments for the women most at risk and ease the often-painful burden for the many others who currently undergo treatment but are less at risk.",12,"{'end': '/div[2]/p[6]', 'start': '/div[2]/p[6]', 'endOffset': 450, 'startOffset': 209}",50579b12-8ac7-42f5-829c-8f94c2d8e5b4
1249,24f401fe-584f-44f2-b19d-b8868e065b7e,STORY,"When the solar-powered, virtually indestructible device was mounted on human study participants, it recorded multiple forms of light exposure during outdoor activities, even in the water. The device monitored therapeutic UV light in clinical phototherapy booths for psoriasis and atopic dermatitis as well as blue light phototherapy for newborns with jaundice in the neonatal intensive care unit. It also demonstrated the ability to measure white light exposure for seasonal affective disorder.",12,"{'end': '/div[2]/p[4]', 'start': '/div[2]/p[4]', 'endOffset': 494, 'startOffset': 0}",f45e0bc0-dfe1-4da1-afae-5f75836d3dde
1250,24f96565-f57d-49cf-9a74-f8c83a8f1478,EXPL,"“All animals that have limbs with hands and feet and fingers and toes [that is, tetrapods] arose from animals that were fish with fins that lived in the water,” explained Stephanie E. Pierce, associate professor of organismic and evolutionary biology and curator of vertebrate paleontology at Harvard’s Museum of Comparative Zoology (MCZ).",12,"{'end': '/div[2]/p[5]', 'start': '/div[2]/p[5]', 'endOffset': 339, 'startOffset': 0}",0176fe01-1b38-4958-a4f0-3d1220f59f34
1251,2500cd50-5e9a-4022-a4f4-ff3cb424c969,LEAD,The lost townscape of sixteenth-century Edinburgh has been brought back to life by researchers at the University of St Andrews.,9,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 127, 'startOffset': 0}",279aa722-feb9-470a-87db-db236c64bf2e
1252,250325db-d93f-40c4-ba91-4fd0af0c1b92,EXPL,And those details can survive even long after a website changes ownership or goes dark. That means that a social-network or shopping-website account you created as long as a decade ago can still come back to haunt you.,12,"{'end': '/div[2]/p[5]', 'start': '/div[2]/p[5]', 'endOffset': 218, 'startOffset': 0}",0f4bdc68-97ab-440a-9328-d56043848eda
1253,250babc1-af94-4cfa-a2aa-977181a53128,STORY,"The law North Carolina legislators approved in March 2016, House Bill 2, required transgender people to use restrooms in many public buildings corresponding to the sex on their birth certificates. A replacement law approved a year later did away with that mandate, but says only the state legislature, not local governments, can make future bathroom rules. The replacement law also prohibits local governments from enacting new nondiscrimination ordinances for workplaces, hotels and restaurants until December 2020.",12,"{'end': '/div[2]/p[8]', 'start': '/div[2]/p[8]', 'endOffset': 516, 'startOffset': 0}",42e1ce9a-c365-441c-854b-2e15484544be
1254,25171614-069f-4290-93e4-54d1a85176c5,EXPL,"In the 1990s, scientists began to identify ﻿the genes and biochemical pathways actively involved in longevity in the short-lived worm Caenorhabditis elegans, and in the fly Drosophila melanogaster. These include pathways relevant to insulin sensitivity and the function of mitochondria — tiny structures in cells that use oxygen to generate energy. Subsequent studies revealed that calorie restrictions alter similar pathways in mice and monkeys. Mice on restricted diets can live up to 65% longer than mice allowed to eat freely, and the ongoing monkey studies hint at longer survival and reduced signs of ageing.",12,"{'end': '/div[2]/p[12]', 'start': '/div[2]/p[12]', 'endOffset': 698, 'startOffset': 83}",4c897b54-c144-4388-97a6-207c5a7fc870
1255,251af546-3348-4f9b-bd21-9558b95c96cd,EXPL,"Once this process starts, it’s irreversible. It has never been observed—because we’ve never observed wrenching global climate change before. But since about 2006, more and more evidence has suggested that Mercer’s process is real and has happened in the past, Oppenheimer said.",12,"{'end': '/div[2]/p[30]', 'start': '/div[2]/p[30]', 'endOffset': 277, 'startOffset': 0}",7b0217b4-a535-402e-8e47-579752dc784c
1256,2520f095-a745-4e02-8958-aba6ce503273,LEAD,"Tickets to events now on sale with special discount for students, faculty and staff",12,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 83, 'startOffset': 0}",3366a31c-f191-4a2c-a6f2-346b8436bba0
1257,2523ea2f-910a-4c0f-b587-c8e705fb92b6,MAIN,"Their study, published April 23 in Proceedings of the National Academy of Sciences, runs the numbers on different options for removing carbon dioxide from the atmosphere in the U.S. and finds opportunities where it is not only commercially feasible with existing technology, but profitable.",9,"{'end': '/div[2]/p[5]', 'start': '/div[2]/p[5]', 'endOffset': 420, 'startOffset': 130}",309a0af9-e2f5-4d90-81d6-9971df9cd2d9
1258,25245e92-9cb9-4fd7-820e-56503c49ea5d,PERSONAL,"""It took our group six years to find ways to produce this new material with a sufficient thickness and crystalline quality for neutron detection,"" Jiang noted.",12,"{'end': '/div[2]/p[15]', 'start': '/div[2]/p[15]', 'endOffset': 159, 'startOffset': 0}",2979ed12-0bd9-4645-b8f1-2b7416694d9d
1259,2525ede5-d377-496d-8003-2ccfcd69cdd7,EXPL,"Current technology for imaging DNA and other genetic material relies on special fluorescent dyes to enhance contrast when macromolecules are imaged. These dyes may perturb cell function, and some eventually kill the cells — undesirable effects in scientific studies.",12,"{'end': '/div[2]/p[10]', 'start': '/div[2]/p[10]', 'endOffset': 266, 'startOffset': 0}",efe0dd1b-4243-40cc-afe5-64badd013fae
1260,25293525-bf43-4ba9-86f2-32ada5b20374,MAIN,The Nuremberg and Helsinki principles for informed consent evolved to correct this imbalance.,9,"{'end': '/div[2]/p[10]', 'start': '/div[2]/p[10]', 'endOffset': 94, 'startOffset': 0}",87c8f4f2-b7eb-49ea-a88a-5ffaaadb4460
1261,25340c5c-5ba8-46e2-818c-82585c13d7a8,EXPL,"Of the millions of sperm that enter the vagina, only about 10 or so make it to the oocyte or egg, demonstrating how rigorous the natural sperm selection process really is.",12,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 287, 'startOffset': 114}",1449d9ad-0fbb-47af-8925-bbdf5a99e265
1262,25528808-f105-4535-98b6-d8dcb077fc06,MAIN,Quantum computers made with silicon could exploit large-scale manufacturing techniques to create commercial devices more easily.,9,"{'end': '/div[2]/p[2]', 'start': '/div[2]/p[2]', 'endOffset': 129, 'startOffset': 1}",1f7f4ae4-c3c4-434d-b43b-7218d3e6d72b
1263,2552a350-71e7-4abc-8be7-12d4463a0e40,IMPACT,"A spokesperson for the International Association of Scientific, Technical and Medical Publishers (STM), based in Oxford, UK, which represents 145 publishers, told Nature’s news team that although it welcomed funders’ efforts to expand access to peer-reviewed scientific works, some sections of Plan S “require further careful consideration to avoid any unintended limitations on academic freedoms”. In particular, the STM spokesperson said, banning hybrid journals — which have delivered a lot of growth in open-access articles (see 'Growth in open access') — could “severely slow down the transition”.",9,"{'end': '/div[2]/p[30]', 'start': '/div[2]/p[30]', 'endOffset': 745, 'startOffset': 143}",0a5d3df6-e8e3-4132-a3a9-93a2affdc04c
1264,25563f4a-9e23-4b9d-a958-0c7a426e05a4,EXPL,"The experiment succeeded in measuring electron neutrinos with great precision and low background signals. However, sterile neutrinos were not detected and remain some of the most mysterious particles of our Universe. The results also show that it is necessary to set up new limits for the detection of sterile neutrinos, since the oscillations that convert electron neutrinos into sterile neutrinos are probably less than previously shown.",12,"{'end': '/div[2]/p[6]', 'start': '/div[2]/p[6]', 'endOffset': 440, 'startOffset': 0}",47d37fd1-f53c-4801-bf39-18de68e7989f
1265,2559addb-e169-48d5-bee5-e6f164fea4d6,PERSONAL,"“The volume Born and Wolf wrote is the bible of optics,” says Brian Thompson, emeritus provost and former director of the Institute of Optics, who first met and worked with Wolf in 1955 at Manchester University in England.  “His work has had a huge influence on optics, and on me personally. We have been friends ever since the day we met.”",12,"{'end': '/div[2]/p[11]', 'start': '/div[2]/p[11]', 'endOffset': 340, 'startOffset': 0}",1c2d8b82-7ca3-4577-bef0-13840df1bb48
1266,255f4644-d93d-4846-b10b-0fcfd46bd566,MAIN,These findings can also be applied more widely beyond O’Keeffe’s masterpieces. Soap protrusions are damaging oil paintings from across all time periods.,12,"{'end': '/div[2]/p[18]', 'start': '/div[2]/p[18]', 'endOffset': 152, 'startOffset': 0}",1153db06-4ae9-410b-b0c6-71e825ddfa1b
1267,2560b2dc-9d23-496d-a41f-f0a02dd5cee5,MAIN,"The WSU research team created a simple sensor that is able to detect and amplify the signal of the food pathogen Escherichia coli (E. coli) 0157:H7, which can cause severe diarrhea and kidney damage in people.",6,"{'end': '/div[2]/p[4]', 'start': '/div[2]/p[4]', 'endOffset': 209, 'startOffset': 0}",dbe9d95c-88fa-4626-b99c-3739394cf6a8
1268,25649597-29c5-46b7-9f7a-4c132fc0b41e,MAIN,"Faced with this unexpected finding, the researchers show that there is in fact a wind blowing along the comet's surface.",12,"{'end': '/div[2]/p[3]', 'start': '/div[2]/p[3]', 'endOffset': 120, 'startOffset': 0}",f51a2c6e-311b-4206-818f-cfd7b7ac92cc
1270,256ffe00-61ed-4d30-90c3-819f98f7a5be,EXPL,"To conduct their study, Sparks and his colleagues used data from the original Nurses’ Health Study and the Nurses’ Health Study II, a second cohort established in 1989. Both studies asked registered nurses from across the U.S. who filled out health surveys every two years for information about smoking and health status. Among more than 230,000 participants in this analysis, the researchers identified 1,528 who developed RA. They were especially interested in the 969 seropositive (as opposed to seronegative) patients, who have auto-antibodies related to the disease and generally have more severe symptoms, including joint deformities and disability.",12,"{'end': '/div[2]/p[7]', 'start': '/div[2]/p[7]', 'endOffset': 655, 'startOffset': 0}",3a6bf5ea-baec-41c6-97f6-8223c21a348f
1271,257b3a34-c111-443d-b8a3-591237bf5fb3,LEAD,Treatment restores immune-system function in young children with severe disorder,7,"{'end': '/div[2]/p[1]', 'start': '/div[2]/p[1]', 'endOffset': 80, 'startOffset': 0}",2b0650a2-085c-4ce6-917e-aa88b68b9965
1272,25894d1f-8d87-486a-b272-3a3f3dc29b33,IMPACT,"If that replacement cannot be made to operate properly, Hubble would be left with only two functional gyroscopes. In that case, the telescope would resume its work with just one gyroscope, NASA announced on 8 October. That would limit Hubble's ability to point at targets, requiring more complex scheduling.",12,"{'end': '/div[2]/p[7]', 'start': '/div[2]/p[7]', 'endOffset': 307, 'startOffset': 0}",2d00d8a7-3408-41fd-9c81-db2879daef71
1273,258d3c48-bb7f-4232-8f3e-250e3ae1075e,ANALOGY,"Because the isotopic makeup of those elements varies from place to place, Diprotodon’s steadily growing teeth became, in essence, a chronicle of its movements, in layers akin to tree rings.",9,"{'end': '/div[2]/p[4]', 'start': '/div[2]/p[4]', 'endOffset': 1022, 'startOffset': 833}",492a33cf-56a1-466e-a654-6c99e86817b7
1274,258edff3-96bd-439f-a587-136efbc15692,EXPL,"In a world with low oxygen levels, animals unable to regulate their own body temperature couldn’t have withstood an environment that so regularly swung outside their Goldilocks temperature.",12,"{'end': '/div[2]/p[16]', 'start': '/div[2]/p[15]', 'endOffset': 0, 'startOffset': 0}",f6ac318c-a996-4079-8665-3461fa87f376
